,coefficient,gene
12132,0.0,SERTAD2
12133,0.0,RBM15B
12134,0.0,C1orf200
12135,0.0,AKAP5
12136,-0.0,NKPD1
12137,0.0,GIPC3
12138,0.0,AC025335.1
12139,0.0,CITED4
12140,0.0,ABCA13
12141,0.0,NLRP11
12142,0.0,TIGD5
12143,-0.0,PDXDC1
12144,-0.0,PHC1P1
12145,-0.0,ZNF154
12146,-0.0,R3HDM2
12147,-0.0,B3GNT3
12148,-0.0,ITLN1
12149,0.0,NRXN1
12150,0.0,SEPHS2
12151,-0.0,GPBAR1
12152,0.0,ZNF784
12153,-0.0,ZNF648
12154,0.0,C14orf119
12155,-0.0,CCR8
12156,0.0,GOLGA8J
12157,0.0,BBS10
12158,-0.0,FIZ1
12159,0.0,PUF60
12160,0.0,SSC5D
12161,-0.0,DCTPP1
12162,0.0,ZNF771
12163,0.0,PPP1R14BP3
12164,0.0,RP11-1319K7.1
12165,0.0,CRIPAK
12166,0.0,TSHZ1
12167,-0.0,PSTK
12168,-0.0,SOCS4
12169,0.0,ZADH2
12170,0.0,RP11-756P10.3
12171,0.0,ZNF48
12172,0.0,C3orf80
12173,0.0,TMEM150B
12174,-0.0,C10orf91
12175,-0.0,ANKRD18A
12176,-0.0,TMEM86B
12177,-0.0,1-Sep
12178,-0.0,TRNAU1AP
12179,-0.0,EXOC3
12180,0.0,CSNK1A1L
12181,-0.0,ACTA2-AS1
12182,-0.0,LYNX1
12183,-0.0,RPS12P23
12184,0.0,MED14
12185,0.0,FAHD1
12186,-0.0,TDRP
12187,0.0,RCC1
12188,-0.0,MYLPF
12189,-0.0,RP1-278E11.3
12190,0.0,TPT1P10
12191,-0.0,PRKRA
12192,-0.0,HERC2P3
12193,0.0,ZNRF2
12194,0.0,RRH
12195,0.0,ZNF816
12196,-0.0,FGD6
12197,0.0,GPR144
12198,-0.0,OAZ2
12199,0.0,PNPLA1
12200,0.0,CCDC43
12201,-0.0,C17orf104
12202,0.0,FZD2
12203,0.0,TIGD2
12204,0.0,HCLS1
12205,-0.0,MTURN
12206,0.0,ZNF609
12207,0.0,PAK2
12208,-0.0,CCDC66
12209,-0.0,EMC3-AS1
12210,0.0,ATP5EP2
12211,0.0,MCFD2
12212,-0.0,LINC00304
12213,-0.0,HARBI1
12214,-0.0,C11orf71
12215,-0.0,GAS1
12216,-0.0,HMHA1
12217,0.0,CTD-3064H18.4
12218,-0.0,ZNF571
12219,-0.0,GLIPR1L2
12220,0.0,FAM73A
12221,0.0,KCNE1
12222,0.0,NRIP1
12223,0.0,BHLHA15
12224,-0.0,RNF182
12225,0.0,C9orf139
12226,-0.0,TSPYL5
12227,0.0,FUT7
12228,0.0,HIST1H2AC
12229,-0.0,EIF2S3L
12230,-0.0,SRP9P1
12231,-0.0,SKIDA1
12232,-0.0,HIST1H2BC
12233,-0.0,MB21D2
12234,-0.0,SSTR2
12235,-0.0,ZNF594
12236,0.0,PCGF5
12237,0.0,PRF1
12238,-0.0,MAB21L1
12239,-0.0,YOD1
12240,-0.0,AC007362.1
12241,0.0,EXOC5P1
12242,0.0,TMEM64
12243,-0.0,RP11-290F5.2
12244,0.0,CHRM4
12245,0.0,SHISA2
12246,0.0,S1PR5
12247,-0.0,CTD-2547E10.2
12248,0.0,GPR157
12249,-0.0,PIPSL
12250,0.0,CHST13
12251,-0.0,WDFY3-AS2
12252,-0.0,SRSF8
12253,0.0,SLC36A4
12254,0.0,ZDHHC20
12255,0.0,ZFP3
12256,-0.0,MAP3K15
12257,-0.0,PPA1
12258,-0.0,PSMG4
12259,-0.0,MAP6D1
12260,0.0,ZNF443
12261,-0.0,PDIA3P1
12262,-0.0,CXCR2
12263,0.0,GREM2
12264,-0.0,SSR4
12265,-0.0,CAPS2
12266,0.0,ZNF792
12267,-0.0,CUEDC1
12268,0.0,SCRIB
12269,-0.0,KCTD2
12270,-0.0,D2HGDH
12271,-0.0,OXTR
12272,-0.0,CMTR2
12273,0.0,FAM83H
12274,0.0,ZNF572
12275,0.0,ST20
12276,-0.0,PITPNB
12277,0.0,TCEAL8
12278,-0.0,LRRC57
12279,-0.0,OR52N2
12280,-0.0,MRPL14
12281,0.0,GPR137C
12282,0.0,BBS12
12283,-0.0,ZFP82
12284,-0.0,LSMEM1
12285,-0.0,NQO1
12286,-0.0,AEN
12287,0.0,FKRP
12288,0.0,TRAPPC5
12289,0.0,RPH3AL
12290,-0.0,SLC25A42
12291,0.0,FCRL6
12292,0.0,METTL23
12293,0.0,ANKRD34A
12294,-0.0,SLC26A11
12295,-0.0,HIGD1A
12296,0.0,OR52N4
12297,0.0,MAPK15
12298,0.0,EHMT1
12299,0.0,RP11-429J17.2
12300,0.0,SDCCAG3P2
12301,0.0,F2R
12302,-0.0,HLA-V
12303,0.0,ZNF707
12304,-0.0,MUC16
12305,-0.0,NPM1
12306,-0.0,FER1L6-AS1
12307,-0.0,PJA1
12308,-0.0,DHTKD1
12309,-0.0,PENK
12310,0.0,C4orf50
12311,-0.0,HIST3H2A
12312,-0.0,ZNF746
12313,-0.0,POLR2A
12314,0.0,RP4-682C21.2
12315,-0.0,TMEM132C
12316,-0.0,MTHFD2P7
12317,0.0,TMEM136
12318,0.0,FRAT2
12319,0.0,TMEM102
12320,0.0,TMEM132E
12321,-0.0,ZNF322
12322,0.0,FAM211A
12323,0.0,CTAGE10P
12324,0.0,HSP90AA6P
12325,-0.0,DDX60L
12326,0.0,SYNE4
12327,-0.0,OGFOD3
12328,0.0,XXyac-YRM2039.2
12329,0.0,AATK
12330,-0.0,DDN
12331,-0.0,SAGE1
12332,0.0,ZNF467
12333,-0.0,ZNF678
12334,0.0,TMEM45A
12335,0.0,RAP2B
12336,0.0,ZBTB2
12337,-0.0,RNF135
12338,-0.0,ACBD4
12339,0.0,SGSH
12340,-0.0,RPL24P4
12341,-0.0,FANCB
12342,-0.0,SETD2
12343,0.0,C6orf223
12344,0.0,TMIE
12345,0.0,MEX3D
12346,-0.0,MRPS23
12347,-0.0,GPR135
12348,-0.0,SLX1B
12349,0.0,P2RY13
12350,0.0,TNFSF15
12351,0.0,ZFP41
12352,-0.0,PHLDA2
12353,-0.0,ATG9B
12354,0.0,GPR88
12355,-0.0,HKR1
12356,0.0,PLAG1
12357,0.0,YIPF6
12358,0.0,ZBTB20
12359,0.0,C3orf58
12360,0.0,C5orf30
12361,-0.0,AMIGO1
12362,0.0,GPR3
12363,0.0,SIAH2
12364,0.0,COPG1
12365,0.0,BAI1
12366,-0.0,LINC00471
12367,-0.0,SLC9A9
12368,0.0,LSM10
12369,0.0,KCTD9P2
12370,-0.0,RELL1
12371,-0.0,RFX7
12372,0.0,SLC35C1
12373,0.0,TIGIT
12374,-0.0,RNF41
12375,0.0,SLC2A4
12376,-0.0,IBA57
12377,0.0,CLDN7
12378,-0.0,ZNF329
12379,0.0,ZNF101
12380,0.0,C5orf24
12381,0.0,AP003774.4
12382,0.0,ADO
12383,0.0,COA4
12384,-0.0,PRKAG1
12385,0.0,GINS3
12386,0.0,OR52K2
12387,0.0,CCDC149
12388,0.0,MRPS11
12389,-0.0,SNRPE
12390,-0.0,RTKN2
12391,0.0,PNMAL1
12392,0.0,CHST15
12393,0.0,TRPC2
12394,-0.0,IDH2
12395,0.0,Z83851.3
12396,-0.0,TMEM259
12397,-0.0,WRB
12398,0.0,TNRC18
12399,-0.0,TMEM30B
12400,-0.0,DEXI
12401,-0.0,RP11-69E11.4
12402,0.0,NOP10
12403,0.0,FAM89A
12404,-0.0,KCNIP1
12405,-0.0,TDRKH
12406,-0.0,ZNF708
12407,-0.0,IST1
12408,-0.0,ERCC6L2
12409,0.0,MRPL41
12410,-0.0,CREB3L2
12411,-0.0,P2RY8
12412,0.0,TP53TG1
12413,-0.0,UNC5C
12414,-0.0,TSEN54
12415,0.0,RGMA
12416,-0.0,UBA7
12417,-0.0,MRPS16
12418,0.0,FAM159A
12419,-0.0,RAD51B
12420,0.0,LDOC1
12421,-0.0,ARL6IP4
12422,0.0,EXT1
12423,-0.0,SHMT2
12424,0.0,MOB2
12425,-0.0,HIST2H4B
12426,0.0,HHIPL1
12427,0.0,ATP6AP2
12428,0.0,CYB5D1
12429,-0.0,FAM153B
12430,0.0,BACE2
12431,0.0,UBE2E2
12432,0.0,SYNM
12433,0.0,C22orf26
12434,0.0924133169860911,FIGN
12435,0.0,IZUMO1
12436,-0.0,B4GALNT4
12437,-0.0,AP1S2
12438,-0.0,C8orf33
12439,-0.0,DCAF4L1
12440,0.0,SPACA6P
12441,0.0,ZSCAN22
12442,0.0,SGK223
12443,-0.0,KCNJ14
12444,0.0,FBXL6
12445,-0.0,C1S
12446,0.0,CRIP1P4
12447,-0.0,KBTBD3
12448,-0.0,YBEY
12449,0.0,CLN8
12450,-0.0,PLCXD1
12451,-0.0,NXPH4
12452,0.0,RPL27AP5
12453,0.0,CACNB4
12454,-0.0,DNM1P46
12455,0.0,TRAPPC6B
12456,-0.0,PGBD4
12457,0.0,NPLOC4
12458,0.0,TSHZ2
12459,0.0,CAPN12
12460,-0.0,EXOC7
12461,0.0,KPNA2
12462,-0.0,WASH6P
12463,0.0,NCF1B
12464,-0.0,XKRX
12465,-0.0,BGN
12466,0.0,ORAI1
12467,-0.0,ABHD17AP5
12468,0.0,CEP97
12469,-0.0,FES
12470,-0.0,GLRX5
12471,-0.0,FAM104B
12472,0.0,MXRA7
12473,0.0,LIMK2
12474,0.0,MFSD5
12475,-0.0,ADI1
12476,0.0,RWDD4
12477,-0.0,SPNS3
12478,-0.0,CLEC4G
12479,-0.0,SATB1
12480,-0.0,HIST1H3I
12481,-0.0,RP3-341D10.1
12482,0.0,NXPH3
12483,-0.0,CSF1R
12484,-0.0,EPHB3
12485,0.0,ACTL10
12486,0.0,C2orf82
12487,0.0,HS3ST4
12488,0.0,TRAK1
12489,-0.0,HIST1H2AJ
12490,0.0,TSPAN10
12491,0.0,PLCB1
12492,0.0,SKA2
12493,0.0,NDN
12494,0.0,FAM156A
12495,-0.0,LINC01006
12496,-0.0,TTC3
12497,-0.0,PPP1R27
12498,0.0,BRICD5
12499,-0.0,GALR2
12500,0.0,IGIP
12501,0.0,TSKU
12502,0.0,ANXA2
12503,0.0,RGS6
12504,-0.0,HOXB4
12505,-0.0,SLC35D3
12506,0.0,PAQR7
12507,-0.3463664693855752,PAPPA
12508,0.0,MAFA
12509,-0.0,NGRN
12510,-0.0,GRID1
12511,-0.0,RPS17L
12512,-0.01844815710290863,HCAR2
12513,0.0,CCDC87
12514,0.0,C1orf116
12515,-0.0,TMEM198B
12516,0.0,CRIP2
12517,-0.0,DDX28
12518,-0.0,FUNDC2P2
12519,-0.0,ACBD3
12520,-0.0,C16orf72
12521,-0.0,RRP7B
12522,-0.0,VMO1
12523,-0.0,ALG12
12524,0.0,LCK
12525,-0.0,COL18A1
12526,-0.0,RBM10
12527,0.0,RP11-181G12.2
12528,-0.0,GPR97
12529,0.0,RP11-558O12.1
12530,-0.0,GLUD2
12531,-0.0,RPL35A
12532,-0.0,ZNF721
12533,-0.0,LENG9
12534,-0.0,C21orf90
12535,-0.0,C11orf54
12536,-0.0,CCDC75P1
12537,-0.0,CEP63
12538,0.0,SRPR
12539,-0.0,EWSR1
12540,0.0,ODF3L1
12541,0.0,HMGN4
12542,0.0,SPATA13
12543,-0.0,GJC1
12544,-0.0,CNOT10
12545,-0.0,MTA1
12546,-0.0,ZNF662
12547,0.0,CADM1
12548,0.0,ZNF320
12549,0.0,C12orf60
12550,0.0,PYCR1
12551,0.0,LSMD1
12552,-0.0,SPNS2
12553,0.0,C19orf59
12554,0.0,AP2A2
12555,0.0,TPM3P8
12556,-0.0,SLC8A1
12557,-0.0,SLC25A21
12558,-0.0,ABAT
12559,0.0,SLC25A10
12560,-0.0,CAMK1D
12561,-0.0,RGPD6
12562,0.0,LYSMD4
12563,0.0,WBP2NL
12564,0.0,AFMID
12565,0.0,GATSL1
12566,-0.0,GAS6
12567,0.0,NEB
12568,0.0,BEGAIN
12569,-0.0,GPC6
12570,0.0,ARHGEF37
12571,0.0,CSMD1
12572,0.0,PTGDR2
12573,0.0,CEP57L1
12574,-0.0,GPR19
12575,0.0,RP11-863K10.7
12576,0.0,RABIF
12577,-0.0,TMEM119
12578,-0.0,FANCF
12579,0.0,CALN1
12580,-0.0,RP11-49C9.2
12581,-0.0,SMDT1
12582,-0.0,HSP90AB3P
12583,-0.0,RUVBL2
12584,0.0,GDPGP1
12585,0.3398675425362576,CTNNA3
12586,-0.0,WT1-AS
12587,-0.0,RIMBP3C
12588,-0.0,CTD-3193O13.9
12589,0.0,C21orf67
12590,0.0,PTTG1IP
12591,-0.0,DDX41
12592,-0.0,PLGLB1
12593,-0.0,DAZAP2
12594,0.0,15-Sep
12595,-0.0,RP11-556K13.1
12596,-0.0,CECR6
12597,0.0,AC005037.3
12598,0.0,ZNF623
12599,0.0,SPDYE4
12600,0.0,CCDC125
12601,0.0,BCOR
12602,0.0,JRKL
12603,-0.0,KIAA2026
12604,0.0,FHL3
12605,-0.0,C19orf71
12606,-0.0,CCDC159
12607,-0.0,RPS7P1
12608,0.0,RIPK4
12609,0.0,LRIT3
12610,0.0,NPIPA1
12611,0.0,SF3A3
12612,-0.0,TRIM61
12613,0.0,OR7E38P
12614,-0.0,RP11-958N24.1
12615,0.0,URAD
12616,-0.0,SSTR3
12617,0.0,GTF2H2C
12618,-0.0,ASB7
12619,-0.0,TREX2
12620,0.0,GPR132
12621,-0.0,MX2
12622,-0.0,EP400
12623,-0.0,MEX3B
12624,-0.0,PI4KAP2
12625,-0.0,FAM46C
12626,0.0,COA5
12627,0.0,UTP11L
12628,-0.0,PSMG1
12629,-0.0,PRR14L
12630,-0.0,KLRC4
12631,0.0,HIST2H2AA3
12632,0.0,SERHL2
12633,0.0,PCBP3
12634,0.0,SETD3
12635,-0.0,TNFAIP8L3
12636,0.0,ZNRF3
12637,0.0,HMGN3P1
12638,0.0,TANGO2
12639,-0.0,HIST2H3D
12640,-0.0,RP11-347C12.2
12641,-0.0,SFXN4
12642,-0.0,FAM167B
12643,-0.0,MRPL54
12644,0.0,ZNF438
12645,-0.0,HMCES
12646,0.0,CCR3
12647,-0.0,DGCR6
12648,-0.0,RP1L1
12649,0.0,ZNF530
12650,-0.0,NDUFB1
12651,-0.0,KLHL25
12652,-0.0,PP13439
12653,0.0,TRMT12
12654,-0.0,GUSBP1
12655,0.0,BMP8A
12656,-0.0,ALYREF
12657,0.0,FAM101B
12658,-0.0,EFHC2
12659,-0.0,NOG
12660,-0.0,UPP1
12661,-0.0,TRIM52
12662,0.0,LHFP
12663,0.0,CMTM4
12664,0.0,TMEM50A
12665,0.0,NPBWR1
12666,0.0,ASCL2
12667,-0.0,TBK1
12668,0.0,CBX6
12669,0.0,MACC1
12670,-0.0,MRC1L1
12671,-0.0,TBL3
12672,0.0,KREMEN1
12673,0.0,TRAIP
12674,0.0,CHEK2
12675,0.0,AIFM3
12676,-1.0597941066239864,ZNF703
12677,0.0,SLC35F3
12678,0.0,C9orf66
12679,0.0,TUBA8
12680,0.0,NPIPA5
12681,-0.0,RBM12B
12682,-0.0,CCR4
12683,0.0,LIN9
12684,0.0,BTBD9
12685,0.0,NUDT14
12686,-0.0,MAATS1
12687,-0.0,PNMA3
12688,0.0,FAM3B
12689,-0.0,ZNF730
12690,-0.0,KIRREL
12691,0.0,IQGAP3
12692,0.0,TOB2
12693,-0.0,SCN5A
12694,-0.0,ARSI
12695,-0.0,UTY
12696,-0.0,NPIPA7
12697,-0.0,TTC32
12698,-0.0,DNAH2
12699,-0.0,SH2D1A
12700,2.1347784028682857,DUSP5P1
12701,0.0,HTR7P1
12702,0.0,HIST2H4A
12703,-0.0,PRKX
12704,0.0,SETD8
12705,0.0,KCNH8
12706,0.0,SMTN
12707,0.0,NPW
12708,-0.0,COA3
12709,0.0,NPB
12710,0.0,ST6GALNAC3
12711,-0.0,PTP4A2
12712,0.0,ACTG1
12713,0.0,DENND5A
12714,-0.0,DIABLO
12715,-0.0,VPS33B
12716,0.0,TBX1
12717,-0.0,ADAP2
12718,-0.0,RP5-821D11.7
12719,-0.0,UQCR10
12720,-0.0,FAM120C
12721,0.0,BRD7P2
12722,-0.0,TREML3P
12723,0.0,EIF3C
12724,0.0,CLDN5
12725,-0.0,NIPSNAP1
12726,0.0,RPL7AP28
12727,-0.0,LRTOMT
12728,0.0,KCNQ3
12729,0.0,ADRA2C
12730,-0.0,NR2C2AP
12731,-0.0,FAM132A
12732,0.0,CRELD2
12733,-0.0,SCFD2
12734,0.0,UBE2F
12735,-0.0,KCNJ12
12736,0.0,GPR173
12737,0.0,PPP1R2
12738,-0.0,TSPYL2
12739,0.0,GOLGA6L4
12740,0.0,PGP
12741,0.0,C22orf46
12742,0.0,SNRNP35
12743,0.0,IRAK1
12744,-0.0,CMSS1
12745,-0.0,OLIG1
12746,0.0,PCDH9
12747,0.0,ACOT1
12748,0.0,OAF
12749,0.0,ALDH1A3
12750,-0.0,HIST2H2AC
12751,0.0,KCNK12
12752,-0.0,HIST2H2AB
12753,-0.0,POU6F1
12754,0.0,TM2D3
12755,0.0,TSSC4
12756,-0.0,TACSTD2
12757,-0.0,CLECL1
12758,-0.0,PRKD1
12759,-0.0,CCSER1
12760,0.0,ZDHHC23
12761,0.0,MROH7
12762,0.0,RPL23AP82
12763,-0.0,SRPK3
12764,-0.0,HIST1H2AK
12765,0.0,EFNA5
12766,-0.737123392363241,HIST1H1B
12767,-0.0,SPATA32
12768,-0.0,PKP3
12769,-0.0,MAP7D2
12770,0.0,CSF1
12771,0.0,ACTRT3
12772,-0.0,PLA2G6
12773,-0.0,MAML2
12774,0.0,C21orf128
12775,0.0,A3GALT2
12776,0.0,SS18L1
12777,0.0,TOP1MT
12778,0.0,COPB2
12779,0.0,THAP7
12780,-0.0,AP001062.7
12781,-0.0,KNTC1
12782,-0.0,CCR10
12783,-0.0,WDR27
12784,0.0,TXNRD2
12785,0.0,FOXO4
12786,0.0,PTP4A3
12787,0.0,FOXD4L1
12788,0.0,TMEM255B
12789,-0.0,PROS1
12790,0.0,HDDC3
12791,0.0,BEX5
12792,0.0,ZFP1
12793,0.0,C6orf58
12794,0.0,DUSP8
12795,-0.0,AC132872.1
12796,-0.0,SOCS3
12797,-0.0,SLITRK6
12798,0.0,PIWIL3
12799,-0.0,LPAR5
12800,-0.0,XPOT
12801,-0.0,TMEM173
12802,0.0,PDE4B
12803,-0.0,SNN
12804,0.0,RPL7P26
12805,-0.0,NELL2
12806,-0.0,KRBA2
12807,0.0,MED12
12808,0.0,ZNF93
12809,-0.0,9-Sep
12810,0.0,CDCA2
12811,0.0,GSTT1
12812,-0.0,AMER1
12813,-0.0,ZBTB40
12814,0.0,HIST2H2BE
12815,-0.0,C11orf89
12816,0.0,5-Sep
12817,-0.0,EIF4ENIF1
12818,0.0,LRRC26
12819,-0.0,SERINC4
12820,-0.0,RNLS
12821,0.0,APOBR
12822,0.0,FAM110C
12823,0.0,ATL3
12824,-0.0,NDUFA12
12825,-0.0,RP11-480I12.4
12826,-0.0,RPS17
12827,0.0,SMIM10
12828,-0.0,TCTE3
12829,-0.0,UBE2G2
12830,0.0,OSBP2
12831,0.0,UNC93B5
12832,-0.0,HIST1H2AH
12833,-0.0,ZBTB7C
12834,-0.0,APOO
12835,0.0,PRR16
12836,-0.0,TMED9
12837,-0.0,CYCSP45
12838,0.0,TMEM186
12839,0.0,SDR42E1
12840,-0.0,RBM33
12841,0.0,ARMCX2
12842,-0.0,PIGW
12843,0.0,BTBD6
12844,0.0,H1FX
12845,-0.0,RBM43
12846,-0.0,SUMO3
12847,-0.0,IMMP2L
12848,0.0,TCEAL2
12849,-0.0,JAG2
12850,-0.0,FMNL1
12851,0.0,NUTM2A
12852,-0.0,PTRHD1
12853,0.0,LCN12
12854,-0.0,WT1
12855,-0.0,ZFP90
12856,0.0,FAM227A
12857,-0.0,NOC4L
12858,0.0,USP18
12859,-0.0,NDUFA6
12860,-0.0,SORCS2
12861,0.0,TMEM121
12862,-0.0,TMEM106A
12863,-0.0,SIVA1
12864,-0.0,BRI3BP
12865,0.0,DGAT1
12866,0.0,ROBO2
12867,0.0,AP3M1
12868,0.0,F8
12869,-0.0,CA13
12870,0.0,UBOX5
12871,0.0,MAFF
12872,0.0,BRF1
12873,0.0,SLC2A3P2
12874,-0.0,SEMA4B
12875,-0.0,CIB1
12876,-0.0,NELFA
12877,-0.0,SLC24A3
12878,-0.0,EFCAB10
12879,0.0,AC000068.5
12880,-0.0,FLRT2
12881,0.0,INTS5
12882,-0.0,RPS27L
12883,-0.0,MANEAL
12884,0.0,ADSSL1
12885,-0.0,ANO9
12886,0.0,FAF1
12887,0.0,FAM43A
12888,-0.0,NDNL2
12889,0.0,HSF1
12890,0.0,C6orf120
12891,0.0,TBC1D3F
12892,0.0,PURA
12893,-0.0,HIST1H2BL
12894,0.0,INPP5J
12895,0.0,MIXL1
12896,0.0,MFSD6L
12897,-0.0,LRRC37B
12898,-0.0,DDX51
12899,-0.0,NOMO2
12900,-0.0,LINC00482
12901,-0.0,SIGIRR
12902,0.0,NRBP2
12903,-0.0,PRSS57
12904,-0.0,IFITM2
12905,-0.0,WASIR1
12906,-0.0,TNFAIP2
12907,-0.0,ZNF445
12908,-0.0,PGBD2
12909,0.0,WBP5
12910,0.0,RAB11B
12911,0.0,PRMT3
12912,-0.0,GP1BA
12913,-0.0,PRPF39
12914,0.0,PPIL6
12915,0.0,ZNF74
12916,-0.0,KIAA0825
12917,-0.0,UBALD2
12918,-0.0,CDNF
12919,-0.0,NOTUM
12920,-0.0,KLHL33
12921,-0.0,RBM11
12922,0.0,CD24P4
12923,-0.0,ZBTB37
12924,0.0,IL3RA
12925,-0.0,CCDC137
12926,0.0,RGPD2
12927,0.0,ARL15
12928,0.0,CDK10
12929,-0.0,TMEM105
12930,0.0,SOCS1
12931,-0.0,TCN2
12932,0.0,GAS2L1
12933,0.0,ATP6V0A2
12934,-0.0,PARK2
12935,0.0,C14orf80
12936,-0.0,HGS
12937,-0.0,TNFAIP8L1
12938,-0.0,RAD51D
12939,0.0,MAPK11
12940,-0.0,SP140L
12941,-0.0,TARSL2
12942,-0.0,SMYD3
12943,0.0,METTL7A
12944,0.0,IFNLR1
12945,-0.0,SH3BGR
12946,0.0,FAM174B
12947,0.0,C19orf68
12948,0.0,TMEM179B
12949,-0.0,GPRIN3
12950,0.0,PARPBP
12951,-0.0,STAC3
12952,0.0,ROR1
12953,-0.0,SDHAP1
12954,0.0,MUC1
12955,-0.0,C17orf70
12956,-0.0,IRF7
12957,0.0,L3MBTL1
12958,0.0,BRCC3
12959,-0.0,SV2B
12960,-0.0,C11orf35
12961,-0.0,PDE6G
12962,0.0,PRKG1
12963,0.0,NR2F2
12964,0.0,DLK1
12965,0.0,TLCD2
12966,0.0,LSAMP
12967,-0.0,AHNAK2
12968,0.0,OLFML2A
12969,0.0,SP1
12970,0.0,WASH3P
12971,0.0,ACTBP7
12972,-0.0,MRPL40
12973,0.0,FAM212A
12974,0.0,PDIA2
12975,0.0,PCGF3
12976,-0.0,LMLN
12977,0.0,P4HB
12978,-0.0,PSMD13
12979,0.0,PBX1
12980,-0.0,NDUFA4L2
12981,-0.0,SHC4
12982,-0.0,CTD-2287O16.1
12983,-0.0,ZFP36L1
12984,-0.0,UBE2L3
12985,-0.0,BRWD1
12986,0.0,PMEL
12987,0.0,SNAI3
12988,0.0,ZBTB3
12989,-0.0,EP400NL
12990,-0.0,PRAME
12991,-0.0,MYBL1
12992,-0.0,RP11-645C24.2
12993,0.0,C16orf52
12994,-0.0,DRG1
12995,0.0,ANKFY1
12996,0.0,YTHDF3
12997,0.0,ZNF696
12998,0.0,ADARB2
12999,0.0,SRL
13000,-0.0,IFIT1
13001,-0.0,CXorf38
13002,-0.0,KCNQ5
13003,-0.0,ADAMTSL5
13004,-0.0,MORF4L1
13005,-0.0,WDR53
13006,0.0,DMWD
13007,0.0,SLC52A2
13008,-0.0,PIGP
13009,0.0,IKZF1
13010,-0.0,PCYT2
13011,0.0,NAT8L
13012,-0.0,BCAP31
13013,-0.0,ARL17A
13014,-0.0,RPL12P4
13015,0.0,GNB1L
13016,-0.0,RP4-592A1.2
13017,-0.0,DNAH14
13018,0.0,EVI2B
13019,-0.0,NPIPB4
13020,0.0,ZNF829
13021,-0.0,THNSL1
13022,0.0,TRIM69
13023,-0.0,ATP6V0C
13024,-0.0,IFITM1
13025,0.0,LAMP1
13026,-0.0,FFAR3
13027,-0.0,TAS2R60
13028,-0.0,POMK
13029,0.0,C16orf54
13030,0.0,KLHDC8B
13031,-0.0,SETD4
13032,0.0,PTCH1
13033,0.0,RTN4RL1
13034,0.0,PAGR1
13035,-0.0,RNPC3
13036,-0.0,ZNF267
13037,0.0,IRS2
13038,-0.0,C7orf61
13039,0.0,BICD2
13040,0.0,CCIN
13041,0.0,TMLHE
13042,0.0,GRK1
13043,0.0,SDHAP3
13044,0.0,RASA3
13045,0.0,F8A3
13046,0.0,LRCH3
13047,-0.0,NDUFA13
13048,-0.0,ZNF566
13049,0.0,AC084219.4
13050,-0.0,ZNF529
13051,0.0,ZNF284
13052,-0.0,DLEU7
13053,-0.0,KRT73
13054,-0.0,MATN1-AS1
13055,0.0,AIDA
13056,-0.0,C15orf41
13057,0.0,CD300LF
13058,0.0,RP11-887P2.3
13059,-0.0,KRT5
13060,0.0,GSAP
13061,-0.0,AGBL4
13062,-0.0,CYP2R1
13063,-0.0,LRRC70
13064,0.0,ANKRD46
13065,0.0,PIP5K1C
13066,-0.0,CYP4F2
13067,-0.0,ZBTB6
13068,0.0,C2orf76
13069,0.0,POLR3C
13070,-0.0,AC013271.3
13071,-0.0,LILRP1
13072,-0.0,WWOX
13073,0.0,CIDECP
13074,-0.0,CCDC84
13075,-0.0,BCL9L
13076,-0.0,POLR1D
13077,0.0,KIF18B
13078,-0.0,ZNRF1
13079,-0.0,FFAR4
13080,0.0,SAPCD2
13081,0.0,EDARADD
13082,-0.0,CYP4F12
13083,-0.0,1-Mar
13084,0.0,LCE5A
13085,-0.0,BLOC1S4
13086,-0.0,ZNF749
13087,0.0,KLHL32
13088,-0.0,AC016757.3
13089,0.0,MKL2
13090,0.0,BTLA
13091,0.0,ZNF17
13092,0.0,NBPF12
13093,0.0,KDM4D
13094,0.0,GPAT2
13095,0.0,TOR3A
13096,-0.0,PPP1CC
13097,-0.0,ZNF555
13098,-0.0,MST1P2
13099,0.0,NAP1L3
13100,0.0,CA5BP1
13101,-0.0,PRELID2
13102,0.0,BACE1
13103,-0.0,GOLGA6L17P
13104,-0.0,RGS9BP
13105,0.0,RXRA
13106,0.0,ANKRD37
13107,0.0,C9orf47
13108,-0.0,NUDT17
13109,-0.0,ZNF75D
13110,0.0,KRT10
13111,0.0,GOLGA8R
13112,-0.0,CD300E
13113,-0.0,CCDC30
13114,0.0,NKRF
13115,-0.0,GLDN
13116,0.0,FCAR
13117,-0.0,KPNA4
13118,0.0,ZNF501
13119,0.0,ZNF197
13120,0.0,SPATA12
13121,0.0,FAM228A
13122,0.0,NAP1L2
13123,0.0,AQP7P1
13124,-0.0,RPS23
13125,0.0,GNG2
13126,-0.0,BTN3A2
13127,1.106176497683019,PCLO
13128,-0.0,INSIG1
13129,-0.0,ANKRD20A5P
13130,-0.0,ZNF396
13131,-0.0,TMEM222
13132,-0.0,CLCNKA
13133,0.0,ARHGAP30
13134,-0.0,10-Sep
13135,-0.0,FAM86B1
13136,-0.0,CYP4F3
13137,0.0,XKR5
13138,0.0,SMYD4
13139,0.0,FOXD2
13140,-0.0,GPATCH8
13141,0.0,CEACAM19
13142,-0.0,NF2
13143,0.0,C6orf1
13144,0.0,SPATC1
13145,0.0,UBE2H
13146,0.0,MIR22HG
