,coefficient,gene
7731,0.0,MTDH
7732,-0.0,LRP12
7733,0.0,EBAG9
7734,0.0,RSPO2
7735,0.0,POLR2K
7736,-0.0,MAL2
7737,-0.0,EIF3H
7738,0.0,UTP23
7739,0.0,NDUFB9
7740,-0.0,TATDN1
7741,0.0,FAM83A
7742,0.0,ZNF7
7743,-0.0,ARHGAP39
7744,0.0,SLC39A4
7745,0.0,NAPRT1
7746,0.0,VLDLR
7747,-0.0,AK3
7748,-0.0,UHRF2
7749,0.0,NFIB
7750,0.0,PLIN2
7751,-0.0,HAUS6
7752,-0.0,CDKN2B
7753,-0.0,CDKN2A
7754,-0.0,C9orf72
7755,0.0,ZCCHC7
7756,0.0,FBXO10
7757,-0.0,SIGMAR1
7758,0.0,CBWD5
7759,-0.0,CEP78
7760,0.0,NTRK2
7761,0.0,IDNK
7762,-0.0,AUH
7763,0.0,HIATL1
7764,0.0,C9orf3
7765,-0.0,ZNF462
7766,0.0,INIP
7767,0.0,UGCG
7768,-0.0,SNX30
7769,0.0,STOM
7770,-0.0,GSN
7771,-0.0,MRRF
7772,0.0,NR6A1
7773,0.0,CRB2
7774,0.0,ALAD
7775,-0.0,ASTN2
7776,0.0,WDR31
7777,0.0,POLE3
7778,0.0,SURF4
7779,0.0,GBGT1
7780,-0.0,SURF1
7781,-0.0,SURF2
7782,0.0,SURF6
7783,0.0,MED22
7784,-0.0,REXO4
7785,-0.0,RPL7A
7786,0.0,GTF3C5
7787,-0.0,ASB6
7788,-0.0,PTGES2
7789,-0.0,NTMT1
7790,-0.0,CIZ1
7791,0.0,SLC25A25
7792,0.0,SH3GLB2
7793,-0.0,FAM73B
7794,-0.0,PTGES
7795,0.0,LCN2
7796,0.0,LRSAM1
7797,0.0,GPR107
7798,-0.0,C9orf142
7799,0.0,INPP5E
7800,0.0,SEC16A
7801,-0.0,DPH7
7802,0.0,NOTCH1
7803,0.0,NACC2
7804,0.0,PROSER2
7805,0.0,USP6NL
7806,-0.0,COMMD3
7807,0.0,MSRB2
7808,0.0,PDSS1
7809,0.0,FAM171A1
7810,0.0,FAM188A
7811,0.0,RSU1
7812,-0.0,ST8SIA6
7813,-0.0,PARD3
7814,-0.0,ZEB1
7815,-0.0,NRBF2
7816,0.0,CDHR1
7817,0.0,POLR3A
7818,0.0,HERC4
7819,-0.0,C10orf11
7820,-0.0,CAMK2G
7821,0.0,GLUD1
7822,-0.0,HTR7
7823,-0.0,RPP30
7824,-0.0,FRA10AC1
7825,0.0,ADD3
7826,0.0,DNAJB12
7827,0.0,EIF4EBP2
7828,-0.0,PLEKHS1
7829,0.0,TCF7L2
7830,0.0,MKI67
7831,-0.0,INA
7832,0.0,FUOM
7833,0.0,LRRC27
7834,-0.0,MTG1
7835,0.0,PAOX
7836,-0.0,GSTO1
7837,0.0,TAF5
7838,-0.0,PPRC1
7839,0.0,ITPRIP
7840,-0.0,CNNM2
7841,0.0,PDCD11
7842,0.0,ADAM12
7843,-0.0,RGS10
7844,0.0,BTBD10
7845,-0.0,ADM
7846,-0.0,GAS2
7847,-0.0,LIN7C
7848,-0.0,IMMP1L
7849,-0.0,PGAP2
7850,0.0,TUT1
7851,-0.0,ZNF214
7852,-0.0,ZNF215
7853,-0.0,HSD17B12
7854,0.0,APIP
7855,-0.0,DGKZ
7856,-0.0,EIF3M
7857,-0.0,TNKS1BP1
7858,-0.11451649701050028,SERPING1
7859,-0.0,SSRP1
7860,-0.0,SLC43A1
7861,-0.0,PTPRJ
7862,-0.0,C11orf49
7863,-0.0,ARFGAP2
7864,-0.0,CELF1
7865,-0.0,C11orf73
7866,-0.0,CCDC81
7867,-0.0,SESN3
7868,-0.0,ENDOD1
7869,-0.0,CCDC82
7870,-0.0,KLHL35
7871,0.19815558677333125,TENM4
7872,0.0,SERPINH1
7873,-0.0,CAPN5
7874,0.0,INTS4
7875,0.0,PAK1
7876,-0.0,RPS3
7877,-0.0,ZC3H12C
7878,-0.0,TTC12
7879,0.0,NCAM1
7880,0.0,NPAT
7881,-0.0,ATM
7882,-0.0,AASDHPPT
7883,0.0,GLB1L2
7884,-0.0,SLX4IP
7885,-0.0,LAMTOR1
7886,0.0,P4HA3
7887,0.0,GRIK4
7888,0.0,ST14
7889,0.0,HYOU1
7890,-0.0,ADAM33
7891,-0.0,CSRP2BP
7892,-0.0,DAK
7893,0.0,MTA2
7894,0.0,TMEM138
7895,0.0,FADS1
7896,0.0,ROM1
7897,-0.0,EML3
7898,0.0,INCENP
7899,-0.0,MS4A3
7900,-0.0,PLCH2
7901,0.0,FRG1B
7902,-0.0,CPSF7
7903,0.0,MS4A2
7904,-0.0,B3GAT3
7905,0.0,EI24
7906,0.0,CCDC15
7907,-0.0,CHEK1
7908,0.0,FEZ1
7909,-0.0,ESAM
7910,-0.0,KIRREL3
7911,0.0,MPZL2
7912,-0.0,SIDT2
7913,-0.0,TMEM25
7914,-0.0,TAGLN
7915,0.0,DUSP15
7916,0.0,COMMD7
7917,0.0,KIAA1755
7918,-0.0,SPATA25
7919,-0.0,DSN1
7920,0.0,SOGA1
7921,0.0,LSM14B
7922,-0.0,YTHDF1
7923,0.0,CABLES2
7924,-0.0,ORAOV1
7925,-0.0,TRPT1
7926,0.0,NUDT22
7927,0.0,FERMT3
7928,0.0,PLCB3
7929,-0.0,MRPL49
7930,-0.0,CDC42EP2
7931,-0.0,FAU
7932,-0.0,TM7SF2
7933,-0.0,VPS51
7934,0.0,TBX6
7935,0.0,PPP4C
7936,0.0,ALDOA
7937,-0.0,FAM57B
7938,0.0,DOC2A
7939,-0.0,HIRIP3
7940,-0.0,TAOK2
7941,-0.0,TMEM219
7942,0.0,HMGA2
7943,0.0,CNKSR2
7944,0.0,KLRF1
7945,-0.0,CLEC1A
7946,0.0,MPP7
7947,0.0,C10ORF68
7948,-0.0,ITGB1
7949,0.0,ANXA8L1
7950,0.0,CTF1
7951,-0.0,CWC15
7952,0.0,FCGR1A
7953,-0.0,ARID5B
7954,0.0,DCUN1D2
7955,-0.0,TMCO3
7956,-0.0,TMEM218
7957,0.0,TIRAP
7958,0.0,N6AMT2
7959,-0.0,LATS2
7960,0.0,SAP18
7961,0.0,LPHN3
7962,0.0,KIAA1328
7963,-0.0,FAM124A
7964,0.0,CTAGE5
7965,-1.0066502396189894,HNMT
7966,0.0,LYPD6B
7967,0.0,PDCD4
7968,0.0,ADRA2A
7969,0.0,GPM6A
7970,-0.0,WDR17
7971,0.0,VEGFC
7972,-0.0,CCDC102B
7973,-0.0,CD226
7974,-0.0,CNDP1
7975,-0.0,FSIP1
7976,-0.0,DLG2
7977,0.0,RGS18
7978,0.0,PRSS23
7979,0.0,MTMR12
7980,0.0,CCT5
7981,-0.0,FAM173B
7982,-0.0,DOCK1
7983,-0.0,DIXDC1
7984,0.0,DLAT
7985,-0.0,PIH1D2
7986,-0.0,C11orf57
7987,-0.0,TIMM8B
7988,-0.0,IL18
7989,0.0,TEX12
7990,-0.0,PTS
7991,0.0,PIP4K2A
7992,-0.0,C2orf50
7993,-0.0,FOXO1
7994,-0.0,CRIM1
7995,0.0,SEC24D
7996,-0.0,ABCB9
7997,-0.0,RILPL2
7998,-0.0,DHX37
7999,-0.0,UBC
8000,0.0,ITPR1
8001,-0.0,TKTL2
8002,0.0,PRSS53
8003,-0.0,SLC7A11
8004,-0.0,CCRN4L
8005,-0.0,ENKUR
8006,-0.0,CACNA2D4
8007,-0.0,DCP1B
8008,-0.0,CACNA1C
8009,0.0,KCNA6
8010,-0.0,THRB
8011,-0.0,NGLY1
8012,0.0,OXSM
8013,0.0,UEVLD
8014,0.0,TMEM86A
8015,-0.0,C12orf45
8016,-0.0,C12orf23
8017,-0.0,BTBD11
8018,0.0,UBE3B
8019,-0.0,ANK3
8020,0.0,IPMK
8021,-0.0,RAD9B
8022,-0.0,PLBD2
8023,0.0,DLG5
8024,0.0,SLC2A13
8025,0.0,GXYLT1
8026,-0.0,TWF1
8027,-0.0,DIP2C
8028,0.0,EIF4E
8029,-0.0,MAGI1
8030,0.0,TEX30
8031,0.0,CSNK1G3
8032,-0.0,SRFBP1
8033,-0.0,AKAP6
8034,0.0,FAM177A1
8035,0.0,MBIP
8036,-0.8118210606053646,MIPOL1
8037,-0.0,EXT2
8038,-0.0,TMEM18
8039,0.0,KCTD14
8040,0.0,NDUFC2
8041,-0.0,ME3
8042,-0.0,NUBPL
8043,0.0,NEK7
8044,0.0,FER
8045,0.0,VIPAS39
8046,0.0,ANKRD50
8047,0.0,UPF2
8048,-0.0,CDC123
8049,-0.0,SCLT1
8050,-0.5282746886924783,CCDC3
8051,0.0,C4orf33
8052,-0.0,FRMD4A
8053,-0.0,PTPRO
8054,-0.0,EPS8
8055,0.0,ACAD8
8056,-0.0,THYN1
8057,0.0,VPS26B
8058,0.0,NCAPD3
8059,-0.0,VTI1A
8060,0.0,QDPR
8061,-0.0,FAM160B1
8062,-0.0,TEX9
8063,0.0,QTRTD1
8064,0.0,MMAA
8065,-0.0,ZNF827
8066,0.0,NR3C2
8067,-0.21465775149358618,AKR1C6P
8068,-0.0,AKR1C2
8069,-0.0,DPYSL4
8070,0.0,VENTX
8071,-0.0,ADAM8
8072,0.0,KIN
8073,0.0,PIGF
8074,-0.0,ANKAR
8075,0.0,INPP1
8076,-0.0,MFSD6
8077,-0.0,RNF144A
8078,-0.0,ASAP2
8079,0.0,ADAM17
8080,0.0,FLI1
8081,0.0,KCNJ1
8082,0.0,TMEM45B
8083,0.0,WWC2
8084,-0.0,CENPU
8085,0.0,ACSL1
8086,-0.0,SLC25A4
8087,0.0,AMN1
8088,-0.0,BICD1
8089,-0.0,SAV1
8090,-0.0,CCDC122
8091,0.0,SERP2
8092,-0.0,NBAS
8093,0.0,ZNF385D
8094,-0.0,GUF1
8095,-0.0,SACS
8096,-0.0,CCDC175
8097,-0.0,PABPC3
8098,0.0,CENPJ
8099,-0.0,FBXO4
8100,0.0,C5orf28
8101,0.0,CCL28
8102,0.0,PARP8
8103,0.0,GFRA1
8104,0.0,CACUL1
8105,0.0,DST
8106,-0.0,BEND6
8107,-0.0,TIAL1
8108,-0.0,BAG3
8109,-0.0,GLT1D1
8110,-0.0,SCHIP1
8111,0.0,LIX1L
8112,0.0,NBPF11
8113,0.0,AP1S3
8114,-0.0,RABGAP1L
8115,-0.0,CCDC74B
8116,0.0,TMEM56
8117,-0.0,MZT2B
8118,-0.0,FAM168B
8119,-0.0,PTPN14
8120,-0.0,AC093838.4
8121,0.0,MGAT5
8122,-0.0,TMEM163
8123,0.0,GPATCH11
8124,-0.0,GEMIN6
8125,-0.0,TMEM178A
8126,-0.0,POU4F1
8127,0.0,RNF219
8128,-0.0,CYSLTR2
8129,0.0,ARL11
8130,0.0,SETBP1
8131,-0.0,ARL14EP
8132,-0.0,EPG5
8133,0.0,PSTPIP2
8134,-0.0,ATP5A1
8135,-0.0,HAUS1
8136,-0.0,C18orf25
8137,0.0,SPC25
8138,-0.0,PDK1
8139,-0.81057407332986,SPON1
8140,-0.0,PDE3B
8141,0.0,TCF7L1
8142,0.0,TGOLN2
8143,0.0,SH2D6
8144,-0.0,KCNK13
8145,0.0,UHMK1
8146,-0.0,ATG10
8147,0.0,POC5
8148,-0.0,SPOCK1
8149,0.0,FAM151B
8150,-0.0,TADA1
8151,0.0,CWF19L2
8152,0.0,JMY
8153,0.0,HOMER1
8154,0.0,XRCC4
8155,0.0,ZNF547
8156,0.0,ZNF773
8157,-0.0,ZNF776
8158,0.0,ZNF256
8159,-0.0,SUV39H2
8160,-0.0,DCLRE1C
8161,-0.0,OLAH
8162,-0.0,RPP38
8163,-0.0,NMT2
8164,0.0,ZSCAN1
8165,0.0,ZNF837
8166,-0.0,USP12
8167,0.0,ARL5B-AS1
8168,-0.0,CCDC50
8169,-0.0,CAMK4
8170,0.0,TRIM36
8171,-0.0,ZFP36L2
8172,-0.0,PAN3
8173,-0.0,PLEKHH2
8174,-0.0,PFKM
8175,-0.0,TMEM123
8176,-1.8313562092825344,IGSF10
8177,-0.0,SPEF2
8178,-0.0,SPARCL1
8179,0.0,MBNL1
8180,-0.0,NADK2
8181,-0.0,GPD1L
8182,0.0,GJA1
8183,-0.0,CLEC4F
8184,0.0,SLC30A6
8185,0.0,PELO
8186,-0.0,RASGRP3
8187,-0.0,SAR1B
8188,-0.0,CATSPER3
8189,0.0,FAM21B
8190,0.0,GPR180
8191,-0.0,TCTEX1D1
8192,0.0,WDR78
8193,0.0,ANKRD22
8194,-0.0,FARP1
8195,-0.0,IFIT5
8196,-0.0,PANK1
8197,-0.0,PRDM8
8198,0.0,BMP3
8199,-0.0,HNRNPDL
8200,0.0,HHEX
8201,-0.0,UTRN
8202,-0.0,PTPRK
8203,0.0,GGPS1
8204,-0.0,ZNF117
8205,0.1894006152551581,RAB3C
8206,0.0,MARVELD2
8207,0.0,RAD17
8208,-0.0,MED21
8209,0.0,PLOD2
8210,0.0,STK32B
8211,-0.0,JAKMIP1
8212,0.0,GPR125
8213,0.0,SREK1IP1
8214,0.0,CWC27
8215,0.0,MR1
8216,-0.0,SRP19
8217,-0.0,CENPH
8218,0.0,CDYL
8219,0.0,CARHSP1
8220,-0.0,BANK1
8221,-0.0,TXNDC11
8222,0.0,DAB2
8223,-0.0,ACOXL
8224,0.0,BCL2L11
8225,-0.0,ANAPC1
8226,0.0,CAST
8227,-0.0,SCOC
8228,-0.0,CLGN
8229,0.0,CETN3
8230,-0.0,SMARCA5
8231,0.0,SYCP2L
8232,-0.0,BMP6
8233,0.0,RGPD3
8234,0.0,RASSF3
8235,0.0,HNRNPU
8236,-0.0,RANBP2
8237,0.0,AHCTF1
8238,0.0,MERTK
8239,0.0,TMEM87B
8240,0.0,NR4A2
8241,0.0,CCDC148
8242,0.12461781102249987,PLA2R1
8243,0.0,RBMS1
8244,-0.0,SCN3A
8245,-0.0,CD96
8246,-0.0,SLC25A27
8247,-0.0,GPR110
8248,0.0,FAM49B
8249,0.0,ASAP1
8250,0.0,TRAPPC8
8251,-0.0,FAM81B
8252,-0.0,LINC00467
8253,-0.0,INO80C
8254,0.0,LPCAT1
8255,0.5835009731017392,PLEKHG4B
8256,0.0,NMRAL1
8257,0.0,UBALD1
8258,0.0,TMEM251
8259,0.0,ING1
8260,0.0,TEX29
8261,-0.0,ADPRHL1
8262,0.0,CMTM7
8263,0.0,FBXL2
8264,-0.0,UBP1
8265,0.0,RMND5A
8266,-0.0,CD8A
8267,0.0,RPIA
8268,-0.0,TUBGCP5
8269,0.0,GOLGA8I
8270,0.0,PTPRD
8271,0.0,LURAP1L
8272,-0.0,CNKSR3
8273,-0.0,GTF2E1
8274,-0.0,CFDP1
8275,-0.0,ZDHHC7
8276,-0.0,C7orf31
8277,0.0,JAZF1
8278,0.0,CMIP
8279,-0.0,PID1
8280,0.0,TRIP12
8281,-0.0,FBXO36
8282,0.0,CEBPG
8283,-0.0,KCTD15
8284,0.0,ZNF599
8285,-0.0,MCOLN2
8286,0.0,LGI4
8287,-0.0,DDAH1
8288,-0.0,SREK1
8289,-0.0,CHD1
8290,-0.0,ANKFN1
8291,-0.0,DGKE
8292,0.0,HS2ST1
8293,-0.0,MSI2
8294,0.0,CACNA2D1
8295,-0.0,ZUFSP
8296,-0.0,HS3ST3A1
8297,0.0,GDPD1
8298,0.0,NUS1
8299,0.0,SEMA3D
8300,0.0,PPP2R5E
8301,0.0,GRAP
8302,-0.0,SLC5A10
8303,-0.0,AK5
8304,-0.0,C17orf103
8305,0.0,CABYR
8306,0.0,IMPACT
8307,-0.0,ANKRD29
8308,-0.0,C6orf57
8309,-0.0,THY1
8310,-0.0,DNAAF1
8311,-0.0,C16orf74
8312,0.0,TBCEL
8313,0.0,ANKH
8314,-0.0,FAM105B
8315,0.0,UBASH3B
8316,0.0,ROBO4
8317,-0.0,ROBO3
8318,0.0,TBRG1
8319,-0.0,NRGN
8320,0.0,FAM134B
8321,-0.0,GPR15
8322,-0.0,TOMM70A
8323,0.023500935795110173,ABI3BP
8324,-0.0,ANGPT1
8325,-0.0,PITPNC1
8326,0.0,CC2D1B
8327,-0.0,CERS3
8328,-0.0,PRKCA
8329,0.0,LRRK1
8330,0.0,CEP112
8331,0.0,GAL3ST2
8332,-0.0,ABCA9
8333,-0.0,ABCA6
8334,-0.0,ABCA10
8335,-0.0,ABCA5
8336,0.0,ENPP3
8337,0.0,UCHL1
8338,0.0,MIA3
8339,-0.0,DISP1
8340,-0.0,TNIK
8341,-0.0,TDH
8342,0.0,FAM167A
8343,-0.0,NEIL2
8344,0.0,PGM5
8345,-0.0,OBSCN
8346,-0.0,LONRF1
8347,-0.0,TRIM11
8348,-0.0,ENAH
8349,0.0,CCSAP
8350,0.0,SH3RF1
8351,-0.0,GBP5
8352,0.0,BUB3
8353,0.0,CCDC173
8354,0.0,MMP21
8355,-0.0,FAM69A
8356,-0.0,ATP5G3
8357,0.0,CNTNAP3B
8358,0.0,MAGED4
8359,0.0,SRSF12
8360,-0.0,SORBS2
8361,0.0,TCEB1
8362,-0.0,LY96
8363,0.0,CEP170P1
8364,1.4390933933144205,PSMA8
8365,-0.0,TMSB4Y
8366,-0.0,CXADR
8367,0.0,BTG3
8368,-0.0,C21orf91
8369,-0.0,CHODL
8370,0.0,NCAM2
8371,0.0,L3MBTL4
8372,-1.3150005467069226,PDE1C
8373,-0.0,RABGEF1
8374,-0.0,MRPL39
8375,0.0,JAM2
8376,-0.0,ATP5J
8377,0.0,GABPA
8378,-0.0,ADAMTS1
8379,-0.0,ADAMTS5
8380,-0.0,TSEN2
8381,-0.0,SLFN13
8382,-0.0,WNT7A
8383,-0.0,XPC
8384,0.0,C17orf50
8385,-0.0,CCDC174
8386,0.0,FGD5
8387,0.0,FLCN
8388,0.0,DPH3
8389,-0.0,OXNAD1
8390,0.0,PLCL2
8391,-0.0,CXXC1
8392,0.0,SKA1
8393,-0.0,PPP4R1
8394,0.0,APCDD1
8395,0.0,PIEZO2
8396,0.0,CCDC144B
8397,-0.0,MPPE1
8398,-0.0,CCDC144CP
8399,-0.0,USP43
8400,0.0,RAB6B
8401,-0.0,EME1
8402,-0.0,EPHB1
8403,-0.0,ACSS1
8404,0.0,ANKRD40
8405,-0.0,ZNF18
8406,0.0,VOPP1
8407,-0.0,APOOL
8408,0.0,DKK2
8409,0.0,CYP2U1
8410,0.0,FBXL18
8411,-0.0,PROM2
8412,0.0,UNC93B2
8413,-0.0,AK9
8414,0.0,KLF10
8415,-0.0,PTPRN2
8416,0.0,AZIN1
8417,0.0,ATP6V1C1
8418,0.0,TMEM55A
8419,0.0,OTUD6B
8420,0.0,CDK19
8421,-0.0,GTF3C6
8422,-0.0,MARCKS
8423,-0.0,TTC39B
8424,0.0,AGPAT5
8425,0.0,MMS19
8426,-0.0,PI4K2A
8427,0.0,MARVELD1
8428,-0.0,ZFYVE27
8429,0.0,GOLGA7B
8430,-0.0,TRMT44
8431,-0.0,SLC25A28
8432,0.0,HSPA13
8433,-0.0,SAMSN1
8434,0.0,USP25
8435,0.0,GRAMD3
8436,-0.0,ZCCHC10
8437,0.0,C16orf87
8438,-0.0,MOV10
8439,-0.0,RHOC
8440,0.0,PPM1J
8441,0.0,DBI
8442,-0.0,SLC16A1
8443,-0.0,HEATR3
8444,-0.0,TRIM74
8445,-0.0,NIFK
8446,-0.0,OXA1L
8447,-0.0,SLC7A7
8448,-0.0,LARP1
8449,-0.0,CNOT8
8450,-0.0,LRGUK
8451,-0.0,SETD9
8452,-0.0,MIER3
8453,-0.0,NUP205
8454,0.0,ZKSCAN2
8455,0.0,C9orf85
8456,-0.0,PIK3AP1
8457,-0.0,RBM45
8458,0.0,C10orf12
8459,-0.0,TTN
8460,0.0,VSIG4
8461,0.0,PDIA4
8462,0.0,KDM8
8463,-0.0,OTOA
8464,-0.0,KCTD18
8465,-0.0,FAM126B
8466,-0.0,ALS2CR12
8467,0.0,TMEM237
8468,0.0,FZD7
8469,-0.0,SPAG17
8470,-0.0,DEPTOR
8471,-0.0,RNF20
8472,-0.0,PPARGC1B
8473,0.0,ELMO1
8474,0.0,SLC26A2
8475,-0.0,LSM11
8476,-0.0,MED7
8477,0.0,RRAGA
8478,0.0,ACPL2
8479,0.0,RASA2
8480,-0.0,RMND1
8481,0.0,SLA
8482,0.0,TMBIM4
8483,-0.0,VBP1
8484,0.0,RAB39B
8485,0.0,CLIC2
8486,0.0,AFF2
8487,-0.0,MICU3
8488,-0.0,GRIP1
8489,0.0,VPS37A
8490,-0.0,KIF5A
8491,0.0,TMEM185A
8492,-0.0,PSD3
8493,0.0,C9orf41
8494,0.0,MCU
8495,0.0,ELMSAN1
8496,0.0,TTC18
8497,-0.0,GNA14
8498,0.0,FAM161B
8499,0.0,GNAQ
8500,0.0,MMP16
8501,-0.0,ADK
8502,-0.0,KCNMA1
8503,0.0,BATF
8504,0.0,DCK
8505,0.0,ADAMTS3
8506,0.0,DPY19L4
8507,0.0,NDUFAF6
8508,-0.0,DRAM2
8509,0.0,C8orf37
8510,0.0,PPEF2
8511,0.0,C15orf26
8512,-0.0,WHAMM
8513,-0.0,N6AMT1
8514,-0.0,RWDD2B
8515,-0.0,USP16
8516,-0.0,CCT8
8517,0.0,MAP3K7CL
8518,-0.0,BACH1
8519,-0.0,TSPAN7
8520,-0.0,TIAM1
8521,-0.0,SCAF4
8522,0.0,RPGR
8523,0.0,CDK20
8524,-0.0,PCGF6
8525,0.0,ANKRD9
8526,0.0,SFR1
8527,-0.0,SORCS3
8528,-0.0,SFXN2
8529,-0.0,C14orf2
8530,-0.0,FUT6
8531,0.0,TDRD9
8532,0.0,FGF18
8533,-0.0,PCDH1
8534,0.0,SH3RF2
8535,-0.0,UQCRB
8536,0.0,MTERFD1
8537,0.0,PTDSS1
8538,-0.0,PPP2R2B
8539,-0.0,RPL30
8540,0.0,FAM122C
8541,-0.0,SUPV3L1
8542,-0.0,FAM122B
8543,-0.0,EEF1A1
8544,0.0,FBXO43
8545,0.0,HKDC1
8546,0.0,HK1
8547,0.0,TYSND1
8548,-0.0,PHF6
8549,-0.0,CD109
8550,-0.0,LRFN2
8551,-0.0,PRG3
8552,0.0,UBE2L6
8553,0.0,ZDHHC5
8554,0.0,MED19
8555,0.0,ZFAND3
8556,0.0,NPTN
8557,0.0,KAT6B
8558,-0.0,SAMD8
8559,0.0,RAB11FIP1
8560,0.0,GLYATL2
8561,-0.0,UTP14A
8562,-0.0,AIFM1
8563,0.0,MAPK13
8564,0.0,BAG4
8565,0.0,MS4A1
8566,-0.0,TBC1D31
8567,0.0,WDYHV1
8568,0.0,ATAD2
8569,-0.0,FBXO32
8570,0.0,NSMCE2
8571,0.0,ZNF689
8572,-0.0,PRR14
8573,-0.0,FBRS
8574,0.0,FRRS1
8575,0.0,PHKG2
8576,0.0,HIAT1
8577,0.0,SASS6
8578,0.0,ITGAD
8579,0.0,MALSU1
8580,0.0,VPS8
8581,0.0,GALK2
8582,0.0,B3GNT7
8583,1.210546846968871,MPV17L
8584,0.0,BUB1B
8585,0.0,PDE6D
8586,-0.0,EIF4A2
8587,-0.0,BRPF1
8588,0.0,RPUSD3
8589,0.0,TATDN2
8590,-0.0,GHRL
8591,-0.0,SEC13
8592,0.0,FAM92A1P1
8593,-0.0,EXOG
8594,0.0,NTAN1
8595,0.0,NMNAT2
8596,-0.0,ZFYVE9
8597,-0.0,ATP2B2
8598,-0.0,SMG1
8599,-0.0,FCHO2
8600,0.0,RBPMS
8601,0.0,TIMP4
8602,0.0,SYN2
8603,0.0,NRG1
8604,-0.0,C1orf27
8605,0.0,CPT2
8606,0.0,NECAP2
8607,-0.0,LRP8
8608,-0.0,PAXIP1
8609,-0.0,SSBP3
8610,0.0,CLDN12
8611,0.0,MMP14
8612,0.0,FZD1
8613,-0.0,GATAD1
8614,-0.0,SUSD3
8615,0.0,RP11-66N24.4
8616,0.0,TMED6
8617,-0.0,CLEC18A
8618,-0.0,DHRS4
8619,0.0,ARMC12
8620,0.0,DDX19B
8621,0.0,ST3GAL2
8622,-0.0,FUK
8623,0.0,IL34
8624,0.0,DHRS1
8625,-0.0,CACNA1D
8626,-0.0,ARSE
8627,-0.0,KIT
8628,-0.0,AASDH
8629,-0.0,ZNF19
8630,-0.0,CACNA2D3
8631,0.0,RNF111
8632,0.0,CCNB2
8633,0.0,FAM81A
8634,0.0,MYO1E
8635,0.0,APPL1
8636,-0.0,AFAP1L1
8637,-0.0,TSC22D3
8638,0.0,DSCR3
8639,-0.0,DYRK1A
8640,-0.0,KCNJ15
8641,-0.0,ERG
8642,0.0,ETS2
8643,0.0,TSPAN18
8644,0.0,LCA5L
8645,0.0,SLC35B2
8646,-0.0,TMEM164
8647,-0.0,MX1
8648,0.0,CREB3L1
8649,0.0,C2CD2
8650,0.0,TAB3
8651,-0.0,SLC38A10
8652,-0.0,C9orf43
8653,0.0,ZNF618
8654,0.0,C9orf91
8655,-0.0,SVOPL
8656,0.0,SNX22
8657,-0.0,UBN2
8658,-0.0,BRAF
8659,-0.0,PSMG3
8660,-0.0,WDR19
8661,-0.0,SLC37A3
8662,0.0,AP3S2
8663,0.0,FMNL2
8664,0.0,RPS4Y2
8665,0.0,GAREML
8666,0.0,SPPL3
8667,-0.0,DRC1
8668,0.0,RAB28
8669,-0.0,FAM213B
8670,-0.0,TNFRSF14
8671,0.0,PANK4
8672,-0.0,C12orf43
8673,-0.0,PEX10
8674,0.0,RER1
8675,0.0,RADIL
8676,0.0,SKI
8677,-0.0,WIPI2
8678,0.0,LDLRAP1
8679,-0.0,AGAP1
8680,-0.0,KRTCAP3
8681,0.0,PAFAH2
8682,-0.0,BRE
8683,-0.0,WDR66
8684,-0.0,MRPL17
8685,-0.0,DUSP2
8686,0.0,UBXN11
8687,0.0,PTPDC1
8688,0.0,GALNT14
8689,0.0,NCK1
8690,0.0,HPD
8691,0.0,RHPN1
8692,0.0,TPRG1L
8693,0.0,LRRC43
8694,0.0,AAED1
8695,-0.0,XDH
8696,0.0,XKR8
8697,0.0,CNNM4
8698,0.0,EYA3
8699,0.0,DZIP1L
8700,0.0,FANCC
8701,-0.0,MRAS
8702,0.0,WASF2
8703,-0.0,ABHD3
8704,-0.0,ESYT3
8705,0.0,FAIM
8706,-0.0,FAM46B
8707,-0.0,CLSTN2
8708,-0.0,COLEC12
8709,0.0,RNF207
8710,0.0,CUL4B
8711,0.0,GPR153
8712,-0.0,SLC13A3
8713,0.0,GPRASP2
8714,-0.0,AUTS2
8715,0.0,SHROOM4
8716,0.0,HIST1H2BD
8717,0.0,CDC25C
8718,0.0,HIST1H4H
8719,0.0,MITD1
8720,0.0,EIF5B
8721,0.0,RIBC1
8722,0.0,TMSB15B
8723,0.0,C2orf62
8724,-0.0,CNOT11
8725,0.0,TSPAN33
8726,-0.0,NRG2
8727,0.0,AHCYL2
8728,0.0,B4GALT5
8729,-0.0,CD1D
8730,0.0,CD1A
8731,0.0,SPATA2
8732,-0.0,CD1C
8733,-0.0,SNX29P1
8734,0.0,FAM86C1
8735,-0.0,CD1B
8736,-0.08685745730245979,DNAH3
8737,0.0,CD1E
8738,0.0,NCF1
8739,-0.0,CPA5
8740,-0.0,TSR2
8741,0.12419409070709514,PPP1R9A
8742,-0.0,ZC3H18
8743,-0.0,ZFAND2B
8744,0.0,GDPD5
8745,-0.0,DYNC1I1
8746,-0.0,PFKFB1
8747,-0.0,ALAS2
8748,-0.0,TMED4
8749,-0.0,PPP1R15B
8750,0.0,COPG2
8751,0.0,C11orf30
8752,0.0,AGPAT6
8753,0.0,PKD1L1
8754,-0.0,ZSCAN12
8755,0.0,TAGLN2
8756,-0.0,ELK4
8757,0.0,SLAMF8
8758,-0.0,SLC45A3
8759,-0.0,DUSP23
8760,0.0,RNF166
8761,0.0,NBL1
8762,-0.0,F11R
